NR	R	0	1	train_cohort	test_cohort	best_epoch	n_trainable_params
0	1	0.47257167	0.5274284	Leave_Gide_out	Gide	17	2760
0	1	0.66594476	0.3340552	Leave_Gide_out	Gide	17	2760
1	0	0.66305476	0.3369453	Leave_Gide_out	Gide	17	2760
1	0	0.56294096	0.43705904	Leave_Gide_out	Gide	17	2760
0	1	0.45868742	0.54131263	Leave_Gide_out	Gide	17	2760
0	1	0.35942093	0.64057904	Leave_Gide_out	Gide	17	2760
0	1	0.12120863	0.8787914	Leave_Gide_out	Gide	17	2760
0	1	0.4678951	0.5321049	Leave_Gide_out	Gide	17	2760
0	1	0.10723684	0.89276314	Leave_Gide_out	Gide	17	2760
0	1	0.34054026	0.6594597	Leave_Gide_out	Gide	17	2760
0	1	0.35089073	0.6491093	Leave_Gide_out	Gide	17	2760
0	1	0.12509361	0.8749064	Leave_Gide_out	Gide	17	2760
0	1	0.043308783	0.9566912	Leave_Gide_out	Gide	17	2760
0	1	0.36462218	0.6353779	Leave_Gide_out	Gide	17	2760
0	1	0.13398378	0.8660162	Leave_Gide_out	Gide	17	2760
0	1	0.013123642	0.98687637	Leave_Gide_out	Gide	17	2760
0	1	0.3660066	0.6339934	Leave_Gide_out	Gide	17	2760
0	1	0.3587331	0.6412669	Leave_Gide_out	Gide	17	2760
0	1	0.52818376	0.4718162	Leave_Gide_out	Gide	17	2760
0	1	0.041932028	0.9580679	Leave_Gide_out	Gide	17	2760
0	1	0.07309342	0.9269065	Leave_Gide_out	Gide	17	2760
1	0	0.10877167	0.8912283	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.9813472	0.018652752	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.22461842	0.77538157	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.2497063	0.75029373	Leave_IMVigor210_out	IMVigor210	18	2760
0	1	0.109716296	0.8902837	Leave_IMVigor210_out	IMVigor210	18	2760
0	1	0.9590269	0.040973146	Leave_IMVigor210_out	IMVigor210	18	2760
0	1	0.8752587	0.1247413	Leave_IMVigor210_out	IMVigor210	18	2760
0	1	0.64909655	0.3509035	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.797278	0.20272201	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.99639857	0.0036013967	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.8658384	0.13416164	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.7032729	0.29672715	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.9858183	0.014181711	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.69545	0.30454993	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.8031052	0.1968948	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.94370395	0.056296065	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.20074236	0.7992576	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.8026812	0.19731878	Leave_IMVigor210_out	IMVigor210	18	2760
0	1	0.19055454	0.8094455	Leave_IMVigor210_out	IMVigor210	18	2760
0	1	0.8242558	0.17574424	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.9479928	0.05200727	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.91150254	0.08849743	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.64872605	0.35127392	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.9354529	0.064547166	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.475485	0.52451503	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.44926682	0.55073315	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.10872273	0.89127725	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.30217022	0.69782984	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.7675822	0.23241782	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.22616325	0.7738368	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.27976322	0.7202368	Leave_IMVigor210_out	IMVigor210	18	2760
0	1	0.38547575	0.61452425	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.9381264	0.061873578	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.5408223	0.45917767	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.96219206	0.037807863	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.8080462	0.1919538	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.15103766	0.84896237	Leave_IMVigor210_out	IMVigor210	18	2760
0	1	0.45037183	0.54962814	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.21827991	0.78172004	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.41328067	0.58671933	Leave_IMVigor210_out	IMVigor210	18	2760
0	1	0.027346775	0.97265327	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.7496321	0.2503679	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.9359619	0.06403815	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.8159454	0.18405466	Leave_IMVigor210_out	IMVigor210	18	2760
0	1	0.9786622	0.021337839	Leave_IMVigor210_out	IMVigor210	18	2760
0	1	0.9320183	0.067981705	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.9489634	0.05103659	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.7041455	0.29585454	Leave_IMVigor210_out	IMVigor210	18	2760
0	1	0.74839014	0.25160983	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.44385087	0.5561492	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.9103814	0.08961864	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.8470988	0.15290116	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.77226317	0.22773688	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.6454952	0.35450482	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.9020271	0.09797298	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.8555394	0.1444606	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.30748123	0.6925188	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.8477011	0.15229894	Leave_IMVigor210_out	IMVigor210	18	2760
0	1	0.10217042	0.89782953	Leave_IMVigor210_out	IMVigor210	18	2760
0	1	0.14116906	0.8588309	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.9384576	0.061542325	Leave_IMVigor210_out	IMVigor210	18	2760
0	1	0.39120233	0.6087976	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.6979093	0.30209067	Leave_IMVigor210_out	IMVigor210	18	2760
0	1	0.1095107	0.89048934	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.9613597	0.03864036	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.4202088	0.5797912	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.83428633	0.16571371	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.5140366	0.4859634	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.40762797	0.59237206	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.2860495	0.7139505	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.9132218	0.08677819	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.6413402	0.35865983	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.9884643	0.011535666	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.54961884	0.45038113	Leave_IMVigor210_out	IMVigor210	18	2760
0	1	0.0914618	0.9085382	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.7066031	0.2933969	Leave_IMVigor210_out	IMVigor210	18	2760
0	1	0.7043693	0.2956307	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.80383945	0.19616054	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.91989416	0.08010577	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.8584191	0.14158086	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.8962047	0.10379526	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.5697692	0.43023083	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.22054572	0.77945423	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.9685639	0.03143609	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.2871647	0.7128354	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.97336924	0.026630795	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.6651216	0.33487836	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.67637575	0.32362425	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.898116	0.10188402	Leave_IMVigor210_out	IMVigor210	18	2760
0	1	0.17216654	0.8278335	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.8134608	0.18653916	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.46393606	0.5360639	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.78612816	0.21387184	Leave_IMVigor210_out	IMVigor210	18	2760
0	1	0.9329322	0.06706784	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.89697176	0.10302824	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.73590416	0.2640959	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.7220712	0.27792877	Leave_IMVigor210_out	IMVigor210	18	2760
0	1	0.23629972	0.7637003	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.95808923	0.041910723	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.79923534	0.20076467	Leave_IMVigor210_out	IMVigor210	18	2760
0	1	0.5007902	0.49920982	Leave_IMVigor210_out	IMVigor210	18	2760
0	1	0.10942313	0.89057684	Leave_IMVigor210_out	IMVigor210	18	2760
0	1	0.94343555	0.056564413	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.35556686	0.64443314	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.9848986	0.015101345	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.38168085	0.6183191	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.72973794	0.27026212	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.41947263	0.58052737	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.8411993	0.15880074	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.43287975	0.56712025	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.76440305	0.23559693	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.98255056	0.017449483	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.6500026	0.3499974	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.26443562	0.7355644	Leave_IMVigor210_out	IMVigor210	18	2760
0	1	0.033685792	0.96631414	Leave_IMVigor210_out	IMVigor210	18	2760
0	1	0.42246464	0.57753533	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.14827053	0.8517294	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.7996885	0.20031148	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.6657264	0.33427355	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.7686111	0.23138894	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.77519053	0.22480942	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.51971424	0.48028573	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.8953209	0.10467911	Leave_IMVigor210_out	IMVigor210	18	2760
0	1	0.9278953	0.072104625	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.88892287	0.11107706	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.20226808	0.797732	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.9181239	0.08187606	Leave_IMVigor210_out	IMVigor210	18	2760
0	1	0.8727681	0.12723185	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.44304654	0.55695343	Leave_IMVigor210_out	IMVigor210	18	2760
0	1	0.91245496	0.087545045	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.42956445	0.5704356	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.33151582	0.66848415	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.8121629	0.18783714	Leave_IMVigor210_out	IMVigor210	18	2760
0	1	0.2057128	0.79428715	Leave_IMVigor210_out	IMVigor210	18	2760
0	1	0.7423083	0.2576917	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.9476525	0.05234748	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.8526136	0.14738633	Leave_IMVigor210_out	IMVigor210	18	2760
0	1	0.12144862	0.87855136	Leave_IMVigor210_out	IMVigor210	18	2760
0	1	0.6808455	0.31915453	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.49750495	0.50249505	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.68979156	0.31020847	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.6304643	0.36953565	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.41305098	0.58694905	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.9772644	0.02273563	Leave_IMVigor210_out	IMVigor210	18	2760
0	1	0.6676932	0.33230683	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.1776125	0.82238746	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.6530859	0.3469141	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.8807365	0.11926348	Leave_IMVigor210_out	IMVigor210	18	2760
0	1	0.75378025	0.24621974	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.070944645	0.92905533	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.944677	0.055323012	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.8476515	0.15234858	Leave_IMVigor210_out	IMVigor210	18	2760
0	1	0.62728655	0.37271348	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.8100049	0.18999515	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.24690007	0.7531	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.461347	0.538653	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.26945174	0.73054826	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.50039536	0.49960467	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.5732989	0.42670113	Leave_IMVigor210_out	IMVigor210	18	2760
0	1	0.80924106	0.19075896	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.92984974	0.07015023	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.9321448	0.067855224	Leave_IMVigor210_out	IMVigor210	18	2760
0	1	0.30961105	0.6903889	Leave_IMVigor210_out	IMVigor210	18	2760
0	1	0.13039577	0.8696043	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.6247201	0.37527987	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.9355775	0.06442248	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.90987295	0.09012713	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.9503178	0.049682237	Leave_IMVigor210_out	IMVigor210	18	2760
0	1	0.056384448	0.9436155	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.10477371	0.8952263	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.9278731	0.07212696	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.9234677	0.07653228	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.77827823	0.2217218	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.9477599	0.05224009	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.8258258	0.17417425	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.6995757	0.30042434	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.5384905	0.46150956	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.81899184	0.18100816	Leave_IMVigor210_out	IMVigor210	18	2760
0	1	0.1024278	0.89757216	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.4254842	0.57451576	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.5314602	0.46853977	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.8182368	0.18176323	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.11742124	0.8825788	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.70548296	0.294517	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.9522402	0.047759738	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.07239668	0.9276033	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.9048247	0.09517536	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.962889	0.037111055	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.2198711	0.7801289	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.13658684	0.86341316	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.33424157	0.66575843	Leave_IMVigor210_out	IMVigor210	18	2760
0	1	0.9316292	0.0683708	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.3799634	0.6200366	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.5708881	0.42911193	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.6792712	0.3207288	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.88177997	0.11822006	Leave_IMVigor210_out	IMVigor210	18	2760
0	1	0.8921922	0.107807755	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.8301195	0.16988054	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.3122543	0.6877457	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.90891504	0.09108497	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.8016454	0.1983546	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.88393617	0.11606385	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.602322	0.397678	Leave_IMVigor210_out	IMVigor210	18	2760
0	1	0.28824332	0.7117567	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.3316897	0.6683103	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.8190313	0.18096867	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.23258044	0.7674196	Leave_IMVigor210_out	IMVigor210	18	2760
0	1	0.27160046	0.7283995	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.40953073	0.5904693	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.8525275	0.14747253	Leave_IMVigor210_out	IMVigor210	18	2760
0	1	0.9137755	0.08622447	Leave_IMVigor210_out	IMVigor210	18	2760
0	1	0.41849148	0.5815085	Leave_IMVigor210_out	IMVigor210	18	2760
0	1	0.39367667	0.6063233	Leave_IMVigor210_out	IMVigor210	18	2760
0	1	0.25575998	0.74424	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.20848566	0.79151434	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.967638	0.032361962	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.23107897	0.7689211	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.7817316	0.21826836	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.82519233	0.17480767	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.92243093	0.07756911	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.6451667	0.35483328	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.49485224	0.50514776	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.8736786	0.12632132	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.08198698	0.918013	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.9080062	0.09199382	Leave_IMVigor210_out	IMVigor210	18	2760
0	1	0.6740771	0.3259229	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.6417585	0.35824144	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.9672358	0.032764193	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.7197499	0.28025007	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.97976786	0.020232154	Leave_IMVigor210_out	IMVigor210	18	2760
0	1	0.31498793	0.6850121	Leave_IMVigor210_out	IMVigor210	18	2760
0	1	0.4352075	0.5647925	Leave_IMVigor210_out	IMVigor210	18	2760
0	1	0.45472234	0.54527766	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.9602259	0.03977411	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.6928505	0.30714953	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.6871241	0.31287593	Leave_IMVigor210_out	IMVigor210	18	2760
0	1	0.63660485	0.36339512	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.16326195	0.83673805	Leave_IMVigor210_out	IMVigor210	18	2760
1	0	0.3071733	0.6928267	Leave_IMVigor210_out	IMVigor210	18	2760
